DATA,ID_ARTICOL,ARTICOL,CANTITATE,VAL_IESIRE_FARA_TVA,VAL_IESIRE_CU_TVA,VAL_INTRARE_FARA_TVA,TOTAL_DISCOUNT,RATA_DISCOUNT,ADAOS,STOC_INITIAL,STOC_FINAL,RUPTURA_STOC
19-May-24,190760,LRP ANTHELIOS DERMO-PEDIATRICS SPRAY INVIZIBIL SPF 50+ 200 ML,13,855.04,1017.5,901.55,185,0.181818182,-46.51,1769,1756,0
19-May-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,5,409.63,487.5,365.75,0,0,43.88,1232,1227,0
19-May-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,11,546.67,650.54,679.25,273.46,0.420358471,-132.58,181,170,0
19-May-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,8,432.33,514.5,440.8,73.5,0.142857143,-8.47,995,987,0
19-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.63,710,522.5,0,0,74.13,175,165,0
19-May-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,7,688.24,819,601.86,0,0,86.38,142,135,0
19-May-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,21,803.03,955.5,698.25,0,0,104.78,242,221,0
19-May-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,13,551.73,656.5,481.65,0,0,70.08,243,230,0
19-May-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,9,555.87,661.5,487.35,0,0,68.52,126,117,0
19-May-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,15,800.39,952.5,698.25,0,0,102.14,215,200,0
19-May-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,9,499.13,594,436.05,0,0,63.08,213,204,0
19-May-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",11,536.11,638,585.2,159.5,0.25,-49.09,260,249,0
19-May-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,17,830.45,988.2,969,329.3,0.333232139,-138.55,394,377,0
20-May-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,7,297.08,353.5,259.35,0,0,37.73,230,223,0
20-May-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,6,589.91,702,515.88,0,0,74.03,135,129,0
20-May-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,10,655.45,780,731.5,195,0.25,-76.05,1227,1217,0
20-May-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",13,633.63,754,691.6,188.5,0.25,-57.97,249,236,0
20-May-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,12,640.33,762,558.6,0,0,81.73,200,188,0
20-May-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,11,420.61,500.5,365.75,0,0,54.86,221,210,0
20-May-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,13,635.03,755.68,741,251.82,0.33323629,-105.97,377,364,0
20-May-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),6,378.18,450,330.6,0,0,47.58,142,136,0
20-May-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,11,524.99,624.75,606.1,183.75,0.294117647,-81.11,987,976,0
20-May-24,190760,LRP ANTHELIOS DERMO-PEDIATRICS SPRAY INVIZIBIL SPF 50+ 200 ML,4,233.21,277.5,277.4,92.5,0.333333333,-44.19,1756,1752,0
20-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.65,284,209,0,0,29.65,165,161,0
20-May-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,7,432.33,514.5,379.05,0,0,53.28,117,110,0
20-May-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,8,397.53,473.12,494,198.88,0.420358471,-96.47,170,162,0
20-May-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,3,166.38,198,145.35,0,0,21.03,204,201,0
21-May-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,10,424.39,505,370.5,0,0,53.89,223,213,0
21-May-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),5,315.12,375,275.5,0,0,39.62,136,131,0
21-May-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",13,633.64,754,691.6,188.5,0.25,-57.96,236,223,0
21-May-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,4,393.29,468,343.92,0,0,49.37,129,125,0
21-May-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,10,533.64,635,465.5,0,0,68.14,188,178,0
21-May-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,13,646.1,768.82,802.75,323.18,0.420358471,-156.65,162,149,0
21-May-24,190760,LRP ANTHELIOS DERMO-PEDIATRICS SPRAY INVIZIBIL SPF 50+ 200 ML,5,272.08,323.75,346.75,138.75,0.428571429,-74.67,1752,1747,0
21-May-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,11,420.63,500.5,365.75,0,0,54.88,210,199,0
21-May-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,10,555.88,661.5,551,73.5,0.111111111,4.88,976,966,0
21-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.33,568,418,0,0,59.33,161,153,0
21-May-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,6,370.56,441,324.9,0,0,45.66,110,104,0
21-May-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,7,388.24,462,339.15,0,0,49.09,201,194,0
21-May-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,14,683.9,813.82,798,271.18,0.333218648,-114.1,364,350,0
21-May-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,5,368.7,438.75,365.75,48.75,0.111111111,2.95,1217,1213,0
22-May-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,4,393.28,468,343.92,0,0,49.36,125,157,0
22-May-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,8,401.48,477.75,440.8,110.25,0.230769231,-39.32,966,958,0
22-May-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),7,441.2,525,385.7,0,0,55.5,131,164,0
22-May-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,11,610.07,726,532.95,0,0,77.12,194,228,0
22-May-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,6,298.2,354.84,370.5,149.16,0.420358471,-72.3,149,143,0
22-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.3,781,574.75,0,0,81.55,153,242,0
22-May-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,11,466.84,555.5,407.55,0,0,59.29,213,272,0
22-May-24,190760,LRP ANTHELIOS DERMO-PEDIATRICS SPRAY INVIZIBIL SPF 50+ 200 ML,8,583,693.75,554.8,46.25,0.066666667,28.2,1747,1739,0
22-May-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",5,243.7,290,266,72.5,0.25,-22.3,223,338,0
22-May-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,4,327.76,390,292.6,0,0,35.16,1213,1209,0
22-May-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,12,741.11,882,649.8,0,0,91.31,104,192,0
22-May-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,16,781.56,930.08,912,309.92,0.333218648,-130.44,350,336,0
22-May-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,6,320.18,381,279.3,0,0,40.88,178,184,0
22-May-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,16,611.8,728,532,0,0,79.8,199,383,0
23-May-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,9,344.15,409.5,299.25,0,0,44.9,383,374,0
23-May-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,5,277.32,330,242.25,0,0,35.07,228,223,0
23-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.29,568,418,0,0,59.29,242,234,0
23-May-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",16,779.85,928,851.2,232,0.25,-71.35,338,322,0
23-May-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,10,696.43,828.75,731.5,195,0.235294118,-35.07,1209,1199,0
23-May-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,2,123.53,147,108.3,0,0,15.23,192,190,0
23-May-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,5,212.2,252.5,185.25,0,0,26.95,272,267,0
23-May-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,15,800.41,952.5,698.25,0,0,102.16,184,169,0
23-May-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),4,252.12,300,220.4,0,0,31.72,164,160,0
23-May-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,2,196.64,234,171.96,0,0,24.68,157,155,0
23-May-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,3,92.64,110.25,165.3,110.25,1,-72.66,958,955,0
23-May-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,17,830.43,988.19,969,329.31,0.333245631,-138.57,336,319,0
23-May-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,6,298.19,354.84,370.5,149.16,0.420358471,-72.31,143,137,0
23-May-24,190760,LRP ANTHELIOS DERMO-PEDIATRICS SPRAY INVIZIBIL SPF 50+ 200 ML,6,388.65,462.5,416.1,92.5,0.2,-27.45,1739,1733,0
24-May-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,4,213.44,254,186.2,0,0,27.24,169,165,0
24-May-24,190760,LRP ANTHELIOS DERMO-PEDIATRICS SPRAY INVIZIBIL SPF 50+ 200 ML,9,660.72,786.25,624.15,46.25,0.058823529,36.57,1733,1724,0
24-May-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,9,499.18,594,436.05,0,0,63.13,223,214,0
24-May-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,9,555.88,661.5,487.35,0,0,68.53,190,181,0
24-May-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),9,567.28,675,495.9,0,0,71.38,160,151,0
24-May-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,8,339.68,404.25,440.8,183.75,0.454545455,-101.12,955,947,0
24-May-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,7,532.57,633.75,512.05,48.75,0.076923077,20.52,1199,1192,0
24-May-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,11,537.36,639.43,627,213.07,0.333218648,-89.64,319,308,0
24-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.31,355,261.25,0,0,37.06,234,229,0
24-May-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,13,551.71,656.5,481.65,0,0,70.06,267,254,0
24-May-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,16,611.82,728,532,0,0,79.82,374,358,0
24-May-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",13,633.61,754,691.6,188.5,0.25,-57.99,322,309,0
24-May-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,4,393.27,468,343.92,0,0,49.35,155,151,0
24-May-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,2,99.4,118.28,123.5,49.72,0.420358471,-24.1,137,135,0
25-May-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,13,693.71,825.5,605.15,0,0,88.56,165,152,0
25-May-24,190760,LRP ANTHELIOS DERMO-PEDIATRICS SPRAY INVIZIBIL SPF 50+ 200 ML,5,349.78,416.25,346.75,46.25,0.111111111,3.03,1724,1719,0
25-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,492.22,585.75,574.75,195.25,0.333333333,-82.53,229,218,0
25-May-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),11,485.31,577.5,606.1,247.5,0.428571429,-120.79,151,140,0
25-May-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,9,381.95,454.5,333.45,0,0,48.5,254,245,0
25-May-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,11,679.38,808.5,595.65,0,0,83.73,181,170,0
25-May-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,7,532.56,633.75,512.05,48.75,0.076923077,20.51,1192,1185,0
25-May-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,7,347.88,413.98,432.25,174.02,0.420358471,-84.37,135,128,0
25-May-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,11,315.48,375.42,365.75,125.08,0.333173512,-50.27,358,347,0
25-May-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",10,487.4,580,532,145,0.25,-44.6,309,299,0
25-May-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,18,879.29,1046.32,1026,348.68,0.333244132,-146.71,308,290,0
25-May-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,12,665.52,792,581.4,0,0,84.12,214,202,0
25-May-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,7,481.75,573.3,601.86,245.7,0.428571429,-120.11,151,144,0
25-May-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,19,926.46,1102.5,1046.9,330.75,0.3,-120.44,947,929,0
26-May-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),17,750,892.5,936.7,382.5,0.428571429,-186.7,140,123,0
26-May-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,11,546.69,650.54,679.25,273.46,0.420358471,-132.56,128,117,0
26-May-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,18,879.31,1046.32,1026,348.68,0.333244132,-146.69,290,272,0
26-May-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,9,696.42,828.75,658.35,48.75,0.058823529,38.07,1185,1176,0
26-May-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,8,443.69,528,387.6,0,0,56.09,202,194,0
26-May-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,14,401.53,477.82,465.5,159.18,0.333138002,-63.97,347,333,0
26-May-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,9,555.87,661.5,487.35,0,0,68.52,170,161,0
26-May-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,8,426.88,508,372.4,0,0,54.48,152,144,0
26-May-24,190760,LRP ANTHELIOS DERMO-PEDIATRICS SPRAY INVIZIBIL SPF 50+ 200 ML,13,893.94,1063.75,901.55,138.75,0.130434783,-7.61,1719,1706,0
26-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,16,716,852,836,284,0.333333333,-120,218,202,0
26-May-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,11,466.83,555.5,407.55,0,0,59.28,245,234,0
26-May-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,26,1235.24,1470,1432.6,441,0.3,-197.36,929,903,0
26-May-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",17,828.58,986,904.4,246.5,0.25,-75.82,299,282,0
26-May-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,9,619.42,737.1,773.82,315.9,0.428571429,-154.4,144,135,0
27-May-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,5,248.5,295.7,308.75,124.3,0.420358471,-60.25,117,112,0
27-May-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,14,683.9,813.81,798,271.19,0.33323503,-114.1,272,258,0
27-May-24,190760,LRP ANTHELIOS DERMO-PEDIATRICS SPRAY INVIZIBIL SPF 50+ 200 ML,11,738.46,878.75,762.85,138.75,0.157894737,-24.39,1706,1695,0
27-May-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",5,243.7,290,266,72.5,0.25,-22.3,282,277,0
27-May-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,7,388.24,462,339.15,0,0,49.09,194,187,0
27-May-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),12,529.43,630,661.2,270,0.428571429,-131.77,123,111,0
27-May-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,16,458.87,546.05,532,181.95,0.333211244,-73.13,333,317,0
27-May-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,4,247.05,294,216.6,0,0,30.45,161,157,0
27-May-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,5,247.01,294,275.5,73.5,0.25,-28.49,903,898,0
27-May-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,7,297.08,353.5,259.35,0,0,37.73,234,227,0
27-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,17,760.75,905.25,888.25,301.75,0.333333333,-127.5,202,185,0
27-May-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,8,532.57,633.75,585.2,146.25,0.230769231,-52.63,1176,1168,0
27-May-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,11,586.97,698.5,512.05,0,0,74.92,144,133,0
27-May-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,13,894.7,1064.7,1117.74,456.3,0.428571429,-223.04,135,122,0
28-May-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,3,185.29,220.5,162.45,0,0,22.84,157,154,0
28-May-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,9,494.1,588,495.9,73.5,0.125,-1.8,898,889,0
28-May-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",6,292.43,348,319.2,87,0.25,-26.77,277,271,0
28-May-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,10,688.25,819,859.8,351,0.428571429,-171.55,122,112,0
28-May-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,8,443.69,528,387.6,0,0,56.09,187,179,0
28-May-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,8,397.6,473.12,494,198.88,0.420358471,-96.4,112,104,0
28-May-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,6,320.17,381,279.3,0,0,40.87,133,127,0
28-May-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,15,732.74,871.94,855,290.56,0.333233938,-122.26,258,243,0
28-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,15,671.24,798.75,783.75,284,0.355555556,-112.51,185,170,0
28-May-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,2,122.9,146.25,146.3,48.75,0.333333333,-23.4,1168,1166,0
28-May-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,17,487.56,580.21,565.25,193.29,0.333138002,-77.69,317,300,0
28-May-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),25,1102.98,1312.5,1377.5,585,0.445714286,-274.52,111,86,0
28-May-24,190760,LRP ANTHELIOS DERMO-PEDIATRICS SPRAY INVIZIBIL SPF 50+ 200 ML,10,660.7,786.24,693.5,185,0.23529711,-32.8,1695,1685,0
28-May-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,13,551.72,656.5,481.65,0,0,70.07,227,214,0
29-May-24,190760,LRP ANTHELIOS DERMO-PEDIATRICS SPRAY INVIZIBIL SPF 50+ 200 ML,7,466.43,555,485.45,92.5,0.166666667,-19.02,1685,1678,0
29-May-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,3,149.1,177.42,185.25,74.58,0.420358471,-36.15,104,181,0
29-May-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",16,779.82,928,851.2,232,0.25,-71.38,271,525,0
29-May-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,3,166.4,198,145.35,0,0,21.05,179,336,0
29-May-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,9,258.13,307.17,299.25,102.33,0.333138002,-41.12,300,671,0
29-May-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,9,619.42,737.1,773.82,315.9,0.428571429,-154.4,112,103,0
29-May-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,4,247.06,294,216.6,0,0,30.46,154,310,0
29-May-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,2,163.86,195,146.3,0,0,17.56,1166,1464,0
29-May-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,11,586.95,698.5,512.05,0,0,74.9,127,326,0
29-May-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,16,741.19,882,881.6,294,0.333333333,-140.41,889,1873,0
29-May-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),13,573.59,682.5,716.3,292.5,0.428571429,-142.71,86,243,0
29-May-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,6,254.64,303,222.3,0,0,32.34,214,408,0
29-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,20,894.99,1065,1045,355,0.333333333,-150.01,170,410,0
29-May-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,7,341.95,406.91,399,135.59,0.333218648,-57.05,243,366,0
30-May-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,12,741.16,882,649.8,0,0,91.36,310,298,0
30-May-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,10,424.41,505,370.5,0,0,53.91,408,398,0
30-May-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,8,443.69,528,387.6,0,0,56.09,336,328,0
30-May-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,15,430.18,511.95,498.75,170.55,0.333138002,-68.57,671,656,0
30-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,14,626.49,745.5,731.5,248.5,0.333333333,-105.01,410,396,0
30-May-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,4,286.76,341.25,292.6,48.75,0.142857143,-5.84,1464,1460,0
30-May-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,11,757.03,900.9,945.78,386.1,0.428571429,-188.75,103,92,0
30-May-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),22,970.61,1155,1212.2,495,0.428571429,-241.59,243,222,0
30-May-24,190760,LRP ANTHELIOS DERMO-PEDIATRICS SPRAY INVIZIBIL SPF 50+ 200 ML,20,1204.84,1433.75,1387,416.25,0.290322581,-182.16,1678,1658,0
30-May-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,8,397.6,473.12,494,198.88,0.420358471,-96.4,181,173,0
